County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)","Average Annual Count",Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Hughes County, Oklahoma(6)",40063,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Humphreys County, Mississippi(6)",28053,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Huntington County, Indiana(6)",18069,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Hutchinson County, South Dakota(6)",46067,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Hyde County, North Carolina(6)",37095,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Hyde County, South Dakota(6)",46069,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Ida County, Iowa(7)",19093,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Irion County, Texas(7)",48235,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Iron County, Michigan(6)",26071,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Iron County, Wisconsin(6)",55051,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Irwin County, Georgia(7)",13155,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Issaquena County, Mississippi(6)",28055,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jack County, Texas(7)",48237,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jackson County, Colorado(6)",08057,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jackson County, Indiana(6)",18071,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Jackson County, Kansas(6)",20085,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Jackson County, South Dakota(6)",46071,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jasper County, Indiana(6)",18073,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Jay County, Indiana(6)",18075,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Jeff Davis County, Georgia(7)",13161,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jeff Davis County, Texas(7)",48243,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jefferson County, Indiana(6)",18077,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Jefferson County, Kansas(6)",20087,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Jefferson County, Mississippi(6)",28063,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jefferson County, Oklahoma(6)",40067,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jefferson Davis County, Mississippi(6)",28065,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jenkins County, Georgia(7)",13165,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jennings County, Indiana(6)",18079,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Jerauld County, South Dakota(6)",46073,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jewell County, Kansas(6)",20089,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Jim Hogg County, Texas(7)",48247,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Johnson County, Indiana(6)",18081,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Johnson County, Kansas(6)",20091,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Johnson County, Nebraska(6)",31097,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Johnston County, Oklahoma(6)",40069,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jones County, North Carolina(6)",37103,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Jones County, South Dakota(6)",46075,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Juab County, Utah(7)",49023,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Judith Basin County, Montana(6)",30045,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kalawao County, Hawaii(7)",15005,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Karnes County, Texas(7)",48255,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kearny County, Kansas(6)",20093,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Kemper County, Mississippi(6)",28069,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kenedy County, Texas(7)",48261,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kent County, Texas(7)",48263,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Ketchikan Gateway Borough, Alaska(6)",02130,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Keweenaw County, Michigan(6)",26083,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Keya Paha County, Nebraska(6)",31103,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kidder County, North Dakota(6)",38043,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kimball County, Nebraska(6)",31105,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kimble County, Texas(7)",48267,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"King County, Texas(7)",48269,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"King and Queen County, Virginia(6)",51097,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kingman County, Kansas(6)",20095,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Kinney County, Texas(7)",48271,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kiowa County, Colorado(6)",08061,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kiowa County, Kansas(6)",20097,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Kit Carson County, Colorado(6)",08063,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kittson County, Minnesota(6)",27069,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kleberg County, Texas(7)",48273,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Knox County, Indiana(6)",18083,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Knox County, Missouri(6)",29103,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Knox County, Nebraska(6)",31107,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Knox County, Texas(7)",48275,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kodiak Island Borough, Alaska(6)",02150,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Kosciusko County, Indiana(6)",18085,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Kusilvak Census Area, Alaska(6)",02158,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"La Salle County, Texas(7)",48283,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"La Salle Parish, Louisiana(7)",22059,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"LaGrange County, Indiana(6)",18087,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"LaMoure County, North Dakota(6)",38045,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"LaPorte County, Indiana(6)",18091,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Labette County, Kansas(6)",20099,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Lafayette County, Arkansas(6)",05073,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lafayette County, Florida(6)",12067,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lake County, Colorado(6)",08065,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lake County, Indiana(6)",18089,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Lake County, Oregon(6)",41037,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lake County, Tennessee(6)",47095,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lake and Peninsula Borough, Alaska(6)",02164,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lake of the Woods County, Minnesota(6)",27077,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lamb County, Texas(7)",48279,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lander County, Nevada(6)",32015,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lane County, Kansas(6)",20101,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Lanier County, Georgia(7)",13173,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Las Animas County, Colorado(6)",08071,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lawrence County, Indiana(6)",18093,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Leavenworth County, Kansas(6)",20103,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Lee County, Arkansas(6)",05077,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lee County, Kentucky(7)",21129,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lee County, South Carolina(6)",45061,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lee County, Texas(7)",48287,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lee County, Virginia(6)",51105,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Leflore County, Mississippi(6)",28083,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lewis County, Idaho(7)",16061,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lewis County, Tennessee(6)",47101,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Liberty County, Florida(6)",12077,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Liberty County, Montana(6)",30051,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lincoln County, Arkansas(6)",05079,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lincoln County, Colorado(6)",08073,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lincoln County, Idaho(7)",16063,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lincoln County, Kansas(6)",20105,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Lincoln County, Nevada(6)",32017,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lincoln County, Washington(6)",53043,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Linn County, Kansas(6)",20107,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Linn County, Missouri(6)",29115,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lipscomb County, Texas(7)",48295,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Live Oak County, Texas(7)",48297,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Logan County, Colorado(6)",08075,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Logan County, Kansas(6)",20109,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Logan County, Nebraska(6)",31113,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Logan County, North Dakota(6)",38047,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Long County, Georgia(7)",13183,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Louisa County, Iowa(7)",19115,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Loup County, Nebraska(6)",31115,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Love County, Oklahoma(6)",40085,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Loving County, Texas(7)",48301,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lowndes County, Alabama(6)",01085,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lucas County, Iowa(7)",19117,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Luce County, Michigan(6)",26095,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lunenburg County, Virginia(6)",51111,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lyman County, South Dakota(6)",46085,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lynn County, Texas(7)",48305,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lyon County, Kansas(6)",20111,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Mackinac County, Michigan(6)",26097,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Macon County, Alabama(6)",01087,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Macon County, Georgia(7)",13193,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Madison County, Florida(6)",12079,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Madison County, Indiana(6)",18095,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Madison County, Texas(7)",48313,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Madison Parish, Louisiana(7)",22065,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mahnomen County, Minnesota(6)",27087,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Manassas Park City, Virginia(6)",51685,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Marengo County, Alabama(6)",01091,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Maries County, Missouri(6)",29125,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Marion County, Georgia(7)",13197,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Marion County, Indiana(6)",18097,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Marion County, Kansas(6)",20115,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Marion County, Texas(7)",48315,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Marlboro County, South Carolina(6)",45069,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Marshall County, Indiana(6)",18099,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Marshall County, Kansas(6)",20117,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Marshall County, Minnesota(6)",27089,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Marshall County, South Dakota(6)",46091,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Martin County, Indiana(6)",18101,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Martin County, Kentucky(7)",21159,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Martin County, Texas(7)",48317,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Martinsville City, Virginia(6)",51690,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mason County, Texas(7)",48319,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Maverick County, Texas(7)",48323,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McCone County, Montana(6)",30055,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McCook County, South Dakota(6)",46087,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McCreary County, Kentucky(7)",21147,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McCulloch County, Texas(7)",48307,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McDowell County, West Virginia(6)",54047,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McHenry County, North Dakota(6)",38049,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McIntosh County, North Dakota(6)",38051,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McKenzie County, North Dakota(6)",38053,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McLean County, Kentucky(7)",21149,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McMullen County, Texas(7)",48311,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McPherson County, Kansas(6)",20113,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"McPherson County, Nebraska(6)",31117,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"McPherson County, South Dakota(6)",46089,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Meade County, Kansas(6)",20119,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Meagher County, Montana(6)",30059,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mellette County, South Dakota(6)",46095,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Menard County, Texas(7)",48327,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Menifee County, Kentucky(7)",21165,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Menominee County, Wisconsin(6)",55078,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mercer County, Missouri(6)",29129,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mercer County, North Dakota(6)",38057,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Merrick County, Nebraska(6)",31121,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Miami County, Indiana(6)",18103,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Miami County, Kansas(6)",20121,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Miller County, Georgia(7)",13201,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mills County, Iowa(7)",19129,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mills County, Texas(7)",48333,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Miner County, South Dakota(6)",46097,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mineral County, Colorado(6)",08079,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mineral County, Montana(6)",30061,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mineral County, Nevada(6)",32021,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mississippi County, Missouri(6)",29133,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mitchell County, Kansas(6)",20123,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Mitchell County, Texas(7)",48335,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Monona County, Iowa(7)",19133,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Monroe County, Arkansas(6)",05095,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Monroe County, Indiana(6)",18105,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Monroe County, Missouri(6)",29137,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Montgomery County, Arkansas(6)",05097,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Montgomery County, Georgia(7)",13209,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Montgomery County, Indiana(6)",18107,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Montgomery County, Kansas(6)",20125,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Montgomery County, Mississippi(6)",28097,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Montgomery County, Missouri(6)",29139,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Moody County, South Dakota(6)",46101,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Moore County, Tennessee(6)",47127,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Moore County, Texas(7)",48341,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mora County, New Mexico(7)",35033,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Morgan County, Indiana(6)",18109,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Morrill County, Nebraska(6)",31123,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Morris County, Kansas(6)",20127,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Morris County, Texas(7)",48343,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Morrow County, Oregon(6)",41049,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Morton County, Kansas(6)",20129,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Motley County, Texas(7)",48345,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mountrail County, North Dakota(6)",38061,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Murray County, Oklahoma(6)",40099,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Nance County, Nebraska(6)",31125,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Nelson County, North Dakota(6)",38063,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Nemaha County, Kansas(6)",20131,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Neosho County, Kansas(6)",20133,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Ness County, Kansas(6)",20135,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Nevada County, Arkansas(6)",05099,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"New Madrid County, Missouri(6)",29143,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Newton County, Arkansas(6)",05101,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Newton County, Indiana(6)",18111,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Newton County, Texas(7)",48351,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Nicholas County, Kentucky(7)",21181,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Niobrara County, Wyoming(6)",56027,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Noble County, Indiana(6)",18113,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Noble County, Oklahoma(6)",40103,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Nolan County, Texas(7)",48353,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Nome Census Area, Alaska(6)",02180,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"North Slope Borough, Alaska(6)",02185,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Northwest Arctic Borough, Alaska(6)",02188,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Norton City, Virginia(6)",51720,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Norton County, Kansas(6)",20137,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Noxubee County, Mississippi(6)",28103,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Nuckolls County, Nebraska(6)",31129,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Ochiltree County, Texas(7)",48357,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Oglala Lakota, South Dakota(6)",46102,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Ohio County, Indiana(6)",18115,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Okfuskee County, Oklahoma(6)",40107,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Oldham County, Texas(7)",48359,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Oliver County, North Dakota(6)",38065,Urban,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Oneida County, Idaho(7)",16071,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Ontonagon County, Michigan(6)",26131,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Orange County, Indiana(6)",18117,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Oregon County, Missouri(6)",29149,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Osage County, Kansas(6)",20139,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Osborne County, Kansas(6)",20141,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Oscoda County, Michigan(6)",26135,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Otero County, Colorado(6)",08089,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Ottawa County, Kansas(6)",20143,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Owen County, Indiana(6)",18119,Urban,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Owsley County, Kentucky(7)",21189,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Parke County, Indiana(6)",18121,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Parmer County, Texas(7)",48369,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Pawnee County, Kansas(6)",20145,Rural,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available
"Pawnee County, Nebraska(6)",31133,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Pecos County, Texas(7)",48371,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Pembina County, North Dakota(6)",38067,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Pemiscot County, Missouri(6)",29155,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Pend Oreille County, Washington(6)",53051,Rural,* ,*, *,* , * , *,3 or fewer,*,*,*,*
